brand    , processor_number                                    , vertical_segment     , socket_supported                , base_frequency_ghz, total_cores, total_threads, tdp_w , launch_year, launch_date
Intel    , I3-7167U                                            , Mobile               ,                                 ,               2.8 ,         2.0,           4.0,  28.0 ,      2017.0, Q1'17
Intel    , I3-7300                                             , Desktop              , FCLGA1151                       ,               4.0 ,         2.0,           4.0,  51.0 ,      2017.0, Q1'17
Intel    , I3-7300T                                            , Desktop              , FCLGA1151                       ,               3.5 ,         2.0,           4.0,  35.0 ,      2017.0, Q1'17
Intel    , I3-7320                                             , Desktop              , FCLGA1151                       ,               4.1 ,         2.0,           4.0,  51.0 ,      2017.0, Q1'17
Intel    , I3-7350K                                            , Desktop              , FCLGA1151                       ,               4.2 ,         2.0,           4.0,  60.0 ,      2017.0, Q1'17
Intel    , I3-7100U                                            , Mobile               , "FCBGA1356,FPBGA1356"           ,               2.4 ,         2.0,           4.0,  15.0 ,      2016.0, Q3'16
Intel    , M3-7Y32                                             , Mobile               , FCBGA1515                       ,               1.1 ,         2.0,           4.0,   4.5 ,      2017.0, Q2'17
Intel    , M3-7Y30                                             , Mobile               , FCBGA1515                       ,               1.0 ,         2.0,           4.0,   4.5 ,      2016.0, Q3'16
Intel    , I7-6785R                                            , Desktop              , FCBGA1440                       ,               3.3 ,         4.0,           8.0,  65.0 ,      2016.0, Q2'16
Intel    , I7-6660U                                            , Mobile               , FCBGA1356                       ,               2.4 ,         2.0,           4.0,  15.0 ,      2016.0, Q1'16
Intel    , I7-6770HQ                                           , Mobile               , FCBGA1440                       ,               2.6 ,         4.0,           8.0,  45.0 ,      2016.0, Q1'16
Intel    , I7-6870HQ                                           , Mobile               , FCBGA1440                       ,               2.7 ,         4.0,           8.0,  45.0 ,      2016.0, Q1'16
Intel    , I7-6970HQ                                           , Mobile               , FCBGA1440                       ,               2.8 ,         4.0,           8.0,  45.0 ,      2016.0, Q1'16
Intel    , I7-6700TE                                           , Embedded             , FCLGA1151                       ,               2.4 ,         4.0,           8.0,  35.0 ,      2015.0, Q4'15
Intel    , I7-6820EQ                                           , Embedded             , FCBGA1440                       ,               2.8 ,         4.0,           8.0,  45.0 ,      2015.0, Q4'15
Intel    , I7-6822EQ                                           , Embedded             , FCBGA1440                       ,               2.0 ,         4.0,           8.0,  25.0 ,      2015.0, Q4'15
Intel    , I7-6500U                                            , Mobile               , FCBGA1356                       ,               2.5 ,         2.0,           4.0,  15.0 ,      2015.0, Q3'15
Intel    , I7-6560U                                            , Mobile               , FCBGA1356                       ,               2.2 ,         2.0,           4.0,  15.0 ,      2015.0, Q3'15
Intel    , I7-6600U                                            , Mobile               , FCBGA1356                       ,               2.6 ,         2.0,           4.0,  15.0 ,      2015.0, Q3'15
Intel    , I7-6650U                                            , Mobile               , FCBGA1356                       ,               2.2 ,         2.0,           4.0,  15.0 ,      2015.0, Q3'15
Intel    , I7-6700                                             , Desktop              , FCLGA1151                       ,               3.4 ,         4.0,           8.0,  65.0 ,      2015.0, Q3'15
Intel    , I7-6700HQ                                           , Mobile               , FCBGA1440                       ,               2.6 ,         4.0,           8.0,  45.0 ,      2015.0, Q3'15
Intel    , I7-6700T                                            , Desktop              , FCLGA1151                       ,               2.8 ,         4.0,           8.0,  35.0 ,      2015.0, Q3'15
Intel    , I7-6820HK                                           , Mobile               , FCBGA1440                       ,               2.7 ,         4.0,           8.0,  45.0 ,      2015.0, Q3'15
Intel    , I7-6820HQ                                           , Mobile               , FCBGA1440                       ,               2.7 ,         4.0,           8.0,  45.0 ,      2015.0, Q3'15
Intel    , I7-6920HQ                                           , Mobile               , FCBGA1440                       ,               2.9 ,         4.0,           8.0,  45.0 ,      2015.0, Q3'15
